ins_id,nome,descricao
BACMC,CAMACA,SUB CAMACA BA
AMMA,PIRARUCU,USI PIRARUCU AM
AMUSMA,MANAUARA US,USI MANAUARA AM
MGPDM,PE DO MORRO,SUB PE DO MORRO MG
BAPAS,PONTO ASTERIO,SUB PONTO ASTERIO BA
MGREPA,REXAM POUSO A,SUB REXAM POUSO ALEGRE MG
MGRNMS,RENNER MINAS,SUB RENNER MINAS SHOPPING MG
MGRNSB,RENNER BOULEV,SUB RENNER SHOPPING BOULEVARD MG
MGRNSU,RENNER S UBER,SUB RENNER SHOPPING UBERLANDIA MG
MGSHES,SHOP ESTACAO,SUB SHOPPING ESTACAO MG
MGSRUB,SADIA RACOES,SUB SADIA RACOES UBERLANDIA MG
MGSTAG,SANTANENSE,SUB SANTANENSE ALCIDES GONCALVES MG
MAUTNV,U.NV.VENECIA2,USI UTE NOVA VENECIA MA
BADAM,DARIO MEIRA,SUB DARIO MEIRA BA
MSPAH,PARAISO HIDRO,SUB PARAISO HIDRO MS
RJMAN,MANGUEIRA,SUB MANGUEIRA RJ
RJURG,URUGUAI,SUB URUGUAI RJ
RSPET1,PETROBRAS 1,SUB PETROBRAS 1 RS
RSSAM,SAMRIG,SUB SAMRIG RS
RSSIT,SITEL,SUB SITEL RS
GOUTCD,C.DOURADA,USI UTE CACHOEIRA DOURADA GO
GOCJCD,CJ C.DOURADA,USI CONJUNTO T�RMICO CACHOEIRA DOURADA GO
MSCRU,CRUZALTINA,SUB CRUZALTINA MS
BAFDR,FEDERACAO,SUB FEDERACAO BA
MGBHSV,SERRA VERDE,SUB BH SERRA VERDE MG
SPITI2,ITIRAPINA 2,SUB ITIRAPINA 2 SP
PRPIN,PINHALZINHO 2,SUB PINHALZINHO 2 SC
PRCBN,CURITIBA NORT,SUB CURITIBA NORTE PR
CEMAU,MARACANAU II,SUB MARACANAU II CE
BARGD,RIO GRANDE II,SUB RIO GRANDE II BA
BABSD,BOM JESUS II,SUB BOM JESUS II PI
MACD,CHAPADINHA II,SUB CHAPADINHA II MA
PATE,TOME-ACU,SUB TOME-ACU PA
DFSTBL,BRAS.LESTE,SUB BRASILIA LESTE DF
SPMRR,MARECH.RONDON,SUB MARECHAL RONDON MS
SPMNN,MANOE.NOBREGA,SUB MANOEL DA NOBREGA SP
SPDMR,DOME.RANGONI,SUB DOMENICO RANGONI SP
GODMI,DIMIC,SUB DIMIC GO
MAUTM3,UT.MARANHAO 3,USI UTE MARANHAO III MA
SPPIO2,PIONEIROS 2,SUB PIONEIROS 2 SP
RJSTBF,B. FLUMINENSE,SUB BAIXADA FLUMINENSE RJ
RJUTBF,B.FLUMINENSE,USI UTE BAIXADA FLUMINENSE RJ
BACTT,CAETITE 123,SUB CAETITE 123 BA
BAUECD,CAE_CAETITE 2,USI CAE_CAETITE 2 BA
BAUECT,CAE_CAETITE 3,USI CAE_CAETITE 3 BA
RNMIT,MIASSABA 3,SUB MIASSABA 3 RN
RNEUS3,EOL MIASSABA3,USI EOL MIASSABA 3 RN
PRCAV2,CAVERNOSO 2,SUB CAVERNOSO 2 PR
MAUSUZ,UTE SUZANO,USI UTE SUZANO MA
CEQXR,QUIXERE,SUB QUIXERE CE
RJIMT,INMETRO,SUB INMETRO RJ
RJCPP,CPR PLASTICOS,SUB CPR PLASTICOS RJ
AMMU3,MAUA BLOCO 3,USI UTE MAUA BLOCO III AM
RJSTS,SANTISSIMO,SUB SANTISSIMO RJ
RJGDU,GUANDU,SUB CEDAE GUANDU RJ
BACRI,CRISTAL,SUB CRISTAL BA
CEPPG,PAPAGAIO,SUB PAPAGAIO CE
CECJC,CAJUCOCO,SUB CAJUCOCO CE
RJPDG,PORTA DAGUA,SUB PORTA DAGUA RJ
AMDTA,UT DISTRITO A,USI UTE DISTRITO A AM
RJPDD,PIEDADE,SUB PIEDADE RJ
RJABR,AREIA BRANCA,SUB AREIA BRANCA RJ
AMDTB,UT DISTRITO B,USI UTE DISTRITO B AM
RJMRP,MARAPICU,SUB MARAPICU RJ
AMMU1,MAUA BLOCO I,USI UTE MAUA BLOCO I AM
AMMU5A,UT MAUA BL 5A,USI UTE MAUA BL 5A AM
AMMU5B,UT MAUA BL 5B,USI UTE MAUA BL 5B AM
AMMU6,UTE MAUA BL 6,USI UTE MAUA BL 6 AM
AMMU7,UTE MAUA 7,USI UTE MAUA 7 AM
AMFL1,UTE FLORES 1,USI UTE FLORES 1 AM
AMFL2,UTE FLORES 2,USI UTE FLORES 2 AM
AMFL3,UTE FLORES 3,USI UTE FLORES 3 AM
AMFL4,UTE FLORES 4,USI UTE FLORES 4 AM
AMIRD,UTE IRANDUBA,USI UTE IRANDUBA AM
AMCNO,UT CIDADE NOV,USI UTE CIDADE NOVA AM
AMSJ1,UT SAO JOSE,USI UTE SAO JOSE AM
RJCBI,CACHAMBI,SUB CACHAMBI RJ
AMSJ2,UT SAO JOSE 2,USI UTE SAO JOSE 2 AM
AMELC,UTE ELECTRON,USI UTE ELECTRON AM
RJLAM,LAMEIRAO,SUB LAMEIRAO RJ
RJABV,AMBEV VIDROS,SUB AMBEV VIDROS RJ
RJCTP,CIMENTO TUPI,SUB CIMENTO TUPI RJ
RJPBI,PARACAMBI,SUB PCH PARACAMBI RJ
RJAVA,A.VASCONCELOS,SUB AUGUSTO VASCONCELOS RJ
RJFC2,FIOCRUZ,SUB FIOCRUZ RJ
PRUBI,UBIRAT�,SUB UBIRAT� PR
SPGVB,GV DO BRASIL,SUB GV DO BRASIL SP
SPWMP,W.M.PAULINIA,SUB WHITE MARTINS PAULINIA SP
SPAER,AEROPORTO,SUB AEROPORTO SP
BAUTPL,UTE PILAR,USI UTE PILAR BA
MGBRAU,BRAUNAS,SUB BRAUNAS MG
CEUEBU,PPG_BURITI,USI PPG_BURITI CE
SPYIF,SIFCO,SUB SIFCO CAMPINAS SP
CEUECO,PPG_COQUEIROS,USI PPG_COQUEIROS CE
CEUECJ,PPG_CAJUCOCO,USI PPG_CAJUCOCO CE
CEACT,ARACATI III,SUB ARACATI III CE
MSDOI,D.INDUSTRIAL,SUB DOURADOS INDUSTRIAL MS
RNGLH,GALINHOS,SUB GALINHOS RN
RNUERU,EOL REI VENTO 1,USI EOL REI DOS VENTOS 1 RN
RNUERT,EOL REI VENTO 3,USI EOL REI DOS VENTOS 3 RN
MAUTP4,UT.PARNAIBA 4,USI UTE PARNAIBA 4 MA
RNCEM1,MVD_MORR VENT 1,USI MVD_MORRO DOS VENTOS 1 RN
RNCEM3,MVD_MORR VENT 3,USI MVD_MORRO DOS VENTOS 3 RN
RNCEM4,MVD_MORR VENT 4,USI MVD_MORRO DOS VENTOS 4 RN
RNCEM6,MVD_MORR VENT 6,USI MVD_MORRO DOS VENTOS 6 RN
RNCEM9,MVD_MORR VENT 9,USI MVD_MORRO DOS VENTOS 9 RN
RNUEAB,ABR_AREIA BRANC,USI ABR_AREIA BRANCA RN
DFSEEN,EST.NACIONAL,SUB ESTADIO NACIONAL DF
RNODA,OLHO DAGUA,SUB OLHO DAGUA RN
MGLPD,LEOPOLDINA,SUB LEOPOLDINA MG
MGUBA,UBA 2,SUB UBA 2 MG
PEUETA,TAT_TACAICO,USI TAT_TACAICO PE
PEUEPG,TAT_PEDR GERONI,USI TAT_PEDRA DO GERONIMO PE
PEUEPF,TAT_PAU FERRO,USI TAT_PAU FERRO PE
PETAT,TACARATU,SUB TACARATU PE
BAUEMI,CVN_EMILIANA,USI CVN_EMILIANA BA
BAUEJO,CVN_JOANA,USI CVN_JOANA BA
BACVN,CURVA VENTOS,SUB CURVA DOS VENTOS BA
SPDCI,D.CENTER ITAU,SUB DATA CENTER ITAU SP
MGVRB,V.R. BRANCO 2,SUB VISCONDE DO RIO BRANCO 2 MG
MGTCT,TOCANTINS,SUB TOCANTINS MG
MGUTE,ITUERE 2,SUB ITUERE 2 MG
MGSMA,S. M. DO ANTA,SUB SAO MIGUEL DO ANTA MG
PRAPE,AFONSO PENA,SUB AFONSO PENA PR
PRBAL,BAIRRO ALTO,SUB BAIRRO ALTO PR
PATA2,TAPAJOS II,SUB TAPAJOS PA
PRQBR,QUATRO BARRAS,SUB QUATRO BARRAS PR
MTTLA,TR.DO LAGARTO,SUB TREVO DO LAGARTO MT
PRPQR,PIRAQUARA,SUB PIRAQUARA PR
RSMDE,MENINO DEUS,SUB MENINO DEUS RS
MTDCU,DIST.CUIABA,SUB DISTRITO CUIABA MT
PAMAR,MARITUBA,SUB MARITUBA PA
PAJUR,JURUTI,SUB JURUTI PA
AMFL,FLORES,SUB FLORES AM
BANSC,NSA. CONCEICAO,SUB NOSSA SENHORA DA CONCEICAO BA
BAPNT,PLANALTINA,SUB PLANALTINA BA
BAUEPT,IGD_PLANALTINA,USI IGD_PLANALTINA BA
BAUEAV,IGD_ALVORADA,USI IGD_ALVORADA BA
BAUERV,IGD_RIO VERDE,USI IGD_RIO VERDE BA
BAJZT,JUAZEIRO III,SUB JUAZEIRO DA BAHIA III BA
BAALV,ALVORADA,SUB ALVORADA BA
BAUENC,IGD_NSRA CONCEI,USI IGD_NOSSA SENHORA DA CONCEI��O BA
AMRE,REDENCAO,SUB REDENCAO AM
BAUEIH,IGD_ILHEUS,USI IGD_ILHEUS BA
BAGRP,GUIRAPA,SUB GUIRAPA BA
BALAL,LICINIO ALMEIDA,SUB LICINIO DE ALMEIDA BA
BAUESS,IGD_SERRA SALTO,USI IGD_SERRA DO SALTO BA
BAUEGB,IGD_GUANAMBI,USI IGD_GUANAMBI BA
BAUECB,IGD_CANDIBA,USI IGD_CANDIBA BA
BAUELA,IGD_LICIN ALMEI,USI IGD_LICINIO DE ALMEIDA BA
BAUEIP,IGD_IGAPORA,USI IGD_IGAPORA BA
BAUEPD,IGD_PINDAI,USI IGD_PINDAI BA
BAUEGP,IGD_GUIRAPA,USI IGD_GUIRAPA BA
BAUEPV,IGD_PAJEU VENTO,USI IGD_PAJEU DO VENTO BA
BAUEPS,IGD_PORT SEGURO,USI IGD_PORTO SEGURO BA
AMSG,SERINGAL MIRIM,SUB SERINGAL MIRIM AM
AMPS,P DO ISMAEL,SUB PONTA DO ISMAEL AM
AMCC,CACHOEIRINHA,SUB CACHOEIRINHA AM
AMMR,MARAPATA,SUB MARAPATA AM
RSALV,SUB ALVORADA,SUB ALVORADA RS
RSVIA1,VIAMAO 1,SUB VIAMAO 1 RS
RSVIA2,VIAMAO 2,SUB VIAMAO 2 RS
RSPAL5,P ALEGRE 5,SUB PORTO ALEGRE 5 RS
RSPAL3,P ALEGRE 3,SUB PORTO ALEGRE 3 RS
RSPAL1,P ALEGRE 1.D,SUB PORTO ALEGRE 1 CEEE-D RS
PRRZS,REALEZA SUL,SUB REALEZA SUL PR
AMMU-1,SE MAUA,SUB MAUA AM
APMD,MACAPA II,SUB MACAPA II AP
APSA,SANTANA BL I,USI UTE SANTANA AP
APST,SE SANTANA,SUB SANTANA AP
APQT,SE EQUATORIAL,SUB SE EQUATORIA AP
APSI,SE SANTA RITA,SUB SANTA RITA AP
AMDI,D.INDUSTRIAL,SUB D.INDUSTRIAL AM
AMMG,MAUA GERAL,SUB MAUA GERAL AM
DFSECD,CID. DIGITAL,SUB CIDADE DIGITAL DF
RNMCA,MACAU,SUB MACAU RN
MTCAN,CANARANA,SUB CANARANA MT
PAON,ONCA PUMA,SUB ONCA PUMA PA
AMPAR,PARINTINS,SUB PARINTINS AM
TOPAL,PALMAS,SUB PALMAS TO
RNPNC,PENDENCIAS,SUB PENDENCIAS RN
RNEST,ESTREITO,SUB ESTREITO RN
MGJBA3,JANAUBA 3,SUB JANAUBA 3 MG
RNTEP,TERMOPOTIGUAR,SUB TERMOPOTIGUAR RN
RNLNV,LAGOA NOVA,SUB LAGOA NOVA RN
RNNTU,NATAL I,SUB NATAL I RN
PRXAX,XAXIM,SUB XAXIM PR
PRCSQ,C. D SIQUEIRA,SUB CAMPINA DO SIQUEIRA PR
MSPAS2,PARAISO 2,SUB PARAISO 2 MS
PRADA2,ANDIRA LESTE,SUB ANDIRA LESTE PR
MGITB5,ITABIRA 5,SUB ITABIRA 5 MG
RNRNC,RENASCENCA,SUB RENASCENCA RN
RNCA1,CALANGO 1,SUB CALANGO 1 RN
RNCA2,CALANGO 2,SUB CALANGO 2 RN
SPGTA,GUARA. TANABI,SUB GUARANI TANABI SP
PEFLD,FLORESTA II,SUB FLORESTA II PE
PRBSC2,BOSCH 2,SUB BOSCH 2 PR
CEPCI,SE PICI,SUB PICI CE
RNMOD,MODELO,SUB MODELO RN
CEMDM,SE MONDUBIM,SUB MONDUBIM CE
PRSQTF,S QUITERIA FI,FIC S QUITERIA FI PR
RNUEMP,MOD_MODELO I,USI MOD_MODELO I RN
RNUEMD,MOD_MODELO II,USI MOD_MODELO II RN
SCJPI,JOINV. PERINI,SUB JOINV. PERINI SC
CEDMC,DIAS MACEDO,SUB DIAS MACEDO CE
APUCCA,C.CALDEIRAO,USI CACHOEIRA CALDEIRAO AP
PAUSMA,SAO MANOEL,USI SAO MANOEL PA
DFSEHP,HIPICA,SUB HIPICA DF
BAUECR,CRI_CRISTAL,USI CRI_CRISTAL BA
BAUEPR,CRI_PRIMAVERA,USI CRI_PRIMAVERA BA
BAUESJ,CRI_SAO JUDAS,USI CRI_SAO JUDAS BA
SPRIV,RIO VERMELHO,SUB RIO VERMELHO SP
RNCDV,CAMPO VENTOS,SUB CAMPO DOS VENTOS RN
BAGRC,GRA�A,SUB GRA�A BA
BAUET1,CAE_CAETITE 1,USI CAE_CAETITE 1 BA
PASY,SANTAREM,USI SANTAREM PA
RNBFJ,BAIXA DO FEIJAO,SUB BAIXA DO FEIJAO RN
RNMAC,MACACOS,SUB MACACOS RN
CEUTCP,UTE SIDE PECEM,USI UTE COMPANHIA SIDERURGICA DO PECEM CE
RNCAD,CARCARA II,SUB CARCARA II RN
ALZEBU,ZEBU 138_69,SUB ZEBU 138_69 AL
RNETER,CAD_TERRAL,USI CAD_TERRAL RN
RNECAD,CAD_CARCARA II,USI CAD_CARCARA II RN
RNECAU,CAD_CARCARA I,USI CAD_CARCARA I RN
RJPCI,PACIENCIA,SUB PACIENCIA RJ
RSGER,GERIBATU,SUB COLETORA GERIBATU RS
RSCAP,CAPIVARI SUL,SUB CAPIVARI DO SUL RS
SPVDP,VIDROPORTO,SUB VIDROPORTO SP
RSGUA3,GUAIBA 3,SUB GUAIBA 3 RS
BAUVCC,UTE VERACEL,USI USINA TERMICA VERACEL BA
RSOSO3,OSORIO 3,SUB OSORIO 3 RS
RSLIV3,LIVRAMENTO 3,SUB LIVRAMENTO 3 RS
RSMBR3,MACAMBARA 3,SUB MACAMBARA 3 RS
BAARA,ARACAS,SUB ARACAS BA
RSVMA,VILA MARIA,SUB VILA MARIA RS
BAMOR,MORRAO,SUB MORRAO BA
MGJMO4,J.MONLEVADE 4,SUB JOAO MONLEVADE 4 MG
RSTOR2,TORRES 2,SUB TORRES 2 RS
SCSID2,SIDEROPOLIS 2,SUB SIDEROPOLIS 2 SC
RSPA01,PORTOALEGRE 1,SUB PORTO ALEGRE 1 RS
RNMVT,MOR VENTOS II,SUB MORRO DOS VENTOS II RN
MSUTAM,UTE AMANDINA,USI UTE AMANDINA MS
RNCEE1,MVT_EURUS I,USI MVT_EURUS I RN
RNCEE3,MVT_EURUS III,USI MVT_EURUS III RN
CEUESC,FSA_SAO CRISTOV,USI FSA_S�O CRISTOV�O CE
CEUESJ,FSA_S�O JORGE,USI FSA_S�O JORGE CE
CEUEAP,FSA_ST ANTO PAD,USI FSA_SANTO ANTONIO DE PADUA CE
MTSI,UHE SINOP,USI UHE SINOP MT
BAUEPI,ARA_PILOES,USI ARA_PILOES BA
BAUEVN,ARA_VNT NORDEST,USI ARA_VENTOS DO NORDESTE BA
BAUEDP,ARA_DA PRATA,USI ARA_DA PRATA BA
BAUETQ,ARA_TANQUE,USI ARA_TANQUE BA
BAUEMA,ARA_MARON,USI ARA_MARON BA
BAUEAR,ARA_ARACAS,USI ARA_ARACAS BA
BAUEDU,MOR_DOURADOS,USI MOR_DOURADOS BA
BAUEAT,MOR_AMETISTA,USI MOR_AMETISTA BA
BAUESE,MOR_SERAIMA,USI MOR_SERAIMA BA
BAUEMR,MOR_MORRAO,USI MOR_MORRAO BA
RNSAB,ASA BRANCA,SUB ASA BRANCA RN
RNEUD,EURUS II,SUB EURUS II RN
MGLNT,LONTRA,SUB LONTRA MG
SPSAG1,STA GERTRUDES,SUB SANTA GERTRUDES SP
SPVGL,VAL. GENTIL 1,SUB VALENTIM GENTIL SP
RSACA1,ATLANTICA I,USI USI UEL ATLANTICA I RS
RSACA2,ATLANTICA II,USI EOL ATLANTICA II RS
RSACA4,ATLANTICA IV,USI EOL ATLANTICA IV RS
RSACA5,ATLANTICA V,USI EOL ATLANTICA V RS
MGPTHD,PORTEIRINHA 2,SUB PORTEIRINHA 2 MG
MGPMSD,PATOS MINAS 2,SUB PATOS DE MINAS 2 MG
RNEJUR,MAC_JUREMAS,USI MAC_JUREMAS RN
RNEMAC,MAC_MACACOS,USI MAC_MACACOS RN
RNECBR,MAC_COSTA BRANC,USI MAC_COSTA BRANCA RN
MGSGTU,SAO GOTARDO 1,SUB GOTARDO 1 MG
RNECV2,CDV_CAMPO VNT 2,USI CDV_CAMPOS DOS VENTOS 2 RN
SCECBO,CAMPO BELO,USI EOL CAMPO BELO SC
SCEABA,EOL AQUIBATA,USI EOL AQUIBATA SC
SCECCA,CASCATA,USI EOL CASCATA SC
RSECC4,CER CHATO IV,USI EOL CERRO CHATO IV RS
RSECC5,CERRO CHATO V,USI EOL CERRO CHATO V RS
RSECC6,CERR CHATO VI,USI EOL CERRO CHATO VI RS
RSECDT,CER D TRINDAD,USI EOL CERRO DOS TRINDADE RS
RSEIB1,UEE IBIRAPUITA,USI UEE IBIRAPUITA RS
SCEAMO,EOL AMPARO,USI EOL AMPARO SC
SCECAL,E CRUZ ALTA,USI EOL CRUZ ALTA SC
SCESTO,EOL SALTO,USI EOL SALTO SC
SPVIN,VINHEDO,SUB VINHEDO SP
SPVIN2,VINHEDO 2,SUB VINHEDO 2 MARAMBAIA SP
PICDU,CALDEIRAO I,SUB CALDEIRAO I PI
PIESED,SBA_STA EDWIGES,USI SBA_SANTA EDWIGES PI
PIESAD,SBA_SNT ADRIANO,USI SBA_SANTO ADRIANO PI
PIESAL,SBA_STO ALBANO,USI SBA_SANTO ALBANO PI
SPMBA,MORUNGABA 1,SUB MORUNGABA 1 SP
PIESFA,SBA_SANT FATIMA,USI SBA_SANTA FATIMA PI
PIESBA,SBA_STA BARBARA,USI SBA_SANTA BARBARA PI
PIESAN,SBA_STA ANGELIN,USI SBA_SANTA ANGELINA PI
PIESRE,SBA_STA REGINA,USI SBA_SANTA REGINA PI
SPUMOE,UTE MOEMA,USI UTE MOEMA SP
MGESR,ESMERALDAS,SUB ESMERALDAS MG
MTUATO,UTE ATOS,USI UTE ATOS MT
MTNBAN,N.BANDEIRANTE,SUB NOVA BANDEIRANTES MT
RNEPEP,MAC_PEDRA PRETA,USI MAC_PEDRA PRETA RN
MGIAND,ITAUNA 2,SUB ITAUNA 2 MG
MGCNGU,CONGONHAS 1,SUB CONGONHAS 1 MG
RSVC01,VERACE I,USI EOL VERACE I RS
RSVC02,VERACE II,USI EOL VERACE II RS
RSVC03,VERACE III,USI EOL VERACE III RS
RSVC04,VERACE IV,USI EOL VERACE IV RS
RSVC05,VERACE V,USI EOL VERACE V RS
RSVC06,VERACE VI,USI EOL VERACE VI RS
RSVC07,VERACE VII,USI EOL VERACE VII RS
RSVC08,VERACE VIII,USI EOL VERACE VIII RS
RSVC09,VERACE IX,USI EOL VERACE IX RS
RSVC10,VERACE X,USI EOL VERACE X RS
RSCH01,CHUI I,USI EOL CHUI I RS
RSCH02,CHUI II,USI EOL CHUI II RS
RSCH04,CHUI IV,USI EOL CHUI IV RS
RSCH05,CHUI V,USI EOL CHUI V RS
RSMN01,MINUANO I,USI EOL MINUANO I RS
RSMN02,MINUANO II,USI EOL MINUANO II RS
RNEAB4,SAB_ASA BRANC 4,USI SAB_ASA BRANCA 4 RN
RNEAB5,SAB_ASA BRANC 5,USI SAB_ASA BRANCA 5 RN
RNEAB6,SAB_ASA BRANC 6,USI SAB_ASA BRANCA 6 RN
RNEAB7,SAB_ASA BRANC 7,USI SAB_ASA BRANCA 7 RN
RNEAB8,SAB_ASA BRANC 8,USI SAB_ASA BRANCA 8 RN
RNEPR1,REN_RENASCENC 1,USI REN_RENASCENCA I RN
RNEPR2,REN_RENASCENC 2,USI REN_RENASCENCA 2 RN
RNEPR3,REN_RENASCENC 3,USI REN_RENASCENCA 3 RN
RNEPR4,REN_RENASCENC 4,USI REN_RENASCENCA 4 RN
RNEVSM,REN_VNT S MIGUE,USI REN_VENTOS DE SAO MIGUEL RN
RNUEER,REV_EURUS II,USI REV_EURUS II RN
RNUERN,REV_RENASCENC V,USI REV_RENASCENCA V RN
MGKVMG,VOTORANTIM,SUB VOTORANTIM METAIS ZINCO/ MORRO AGUDO MG
RNREV,RENASCENCA V,SUB RENASCENCA V RN
RNBP2,BRISA POTIGU II,SUB BRISA POTIGUAR II RN
RNESMA,BP1_SM,USI BP1_SM RN
RNUEFA,ODA_FAROL,USI ODA_FAROL RN
RNUEOD,ODA_OLHO DAGUA,USI ODA_OLHO DAGUA RN
RNUESB,ODA_S BENT NORT,USI ODA_SAO BENTO DO NORTE RN
RNUEBV,ODA_BOA VISTA,USI ODA_BOA VISTA RN
SPPNO,PORTO NOVO,SUB PORTO NOVO SP
RSEIN2,EOL. INDIOS 2,USI USI EOLICA DOS INDIOS 2 RS
RSEIN3,EOL. INDIOS 3,USI USI USI EOL. INDIOS 3 RS
GOUTT2,TROPIC BIO II,USI UTE TROPICAL BIOENERGIA II GO
RNESHE,BP1_SANTA HELEN,USI BP1_SANTA HELENA RN
RNESUR,BP1_VNT ST URIE,USI BP1_VENTOS DE SANTO URIEL RN
RNEAB2,BP1_ASA BRANC 2,USI BP1_ASA BRANCA 2 RN
RNEAB3,BP1_ASA BRANC 3,USI BP1_ASA BRANCA 3 RN
RNEAB1,BP1_ASA BRANC 1,USI BP1_ASA BRANCA 1 RN
RNEEU4,BP1_EURUS IV,USI BP1_EURUS IV RN
RSCTA2,CANDIOTA 2,SUB CANDIOTA 2 RS
BAGOR,GENTIO OURO II,SUB GENTIO DO OURO II BA
SPSAM,SAO MANUEL,SUB SAO MANUEL SP
RNBP1,BRISA POTIG I,SUB BRISA POTIGUAR I RN
RSVTO,SUB VENTO,SUB VENTO RS
RNSS3,SER.SANTANA 3,SUB SERRA DE SANTANA 3 RN
RNSS2,SER.SANTANA12,SUB SERRA DE SANTANA 1 E 2 RN
RNLAN,LANCHINHA,SUB LANCHINHA RN
BAOUR,OUROLANDIA II,SUB OUROLANDIA II BA
SPGVT,GAIVOTA,SUB GAIVOTA SP
MGPJU,P. JUSCELINO,SUB PRESIDENTE JUSCELINO MG
MGSAR,SARZEDO,SUB SARZEDO MG
MGBET,BETIM 6,SUB BETIM 6 MG
SPCQD,CHARQUEADA 1,SUB CHARQUEADA 1 SP
SPOMI,OMI DO BRASIL,SUB OMI DO BRASIL SP
SCTSU,TUBARAO SUL,SUB TUBARAO SUL SC
SPIPAN,IPANEMA,SUB IPANEMA SP
SPRNO,NOROESTE,SUB NOROESTE SP
SPRPT,PETROBRAS RP,SUB PETROBRAS RIBEIRAO PRETO SP
ROJIME,JIRAU MAR.ESQ,SUB JIRAU MARGEM ESQUERDA RO
ROJIMD,JIRAU MAR.DIR,SUB JIRAU MARGEM DIREITA RO
SPPAL,P. ALVES,SUB PRESIDENTE ALVES SP
SPGRTA,GUARANTA,SUB GUARANTA SP
SPCAF,CAFELANDIA,SUB CAFELANDIA SP
AMCM,UTE MAUA 3,USI MAUA 3 AM
SPMDO,MORRO AGUDO,SUB MORRO AGUDO TRANSMISSAO SP SP
PEARD,ARCOVERDE II,SUB ARCOVERDE II PE
RSLGR2,L.GRANDE 2,SUB LAJEADO GRANDE 2 RS
SPPJUI,PIRAJUI,SUB PIRAJUI SP
SPRPS,R. PRETO SUL,SUB RIBEIRAO PRETO SUL SP
RSUEXG,EOL XANGRILA,USI EOL XANGRILA RS
PRIBT,IBAITI,SUB IBAITI PR
RSREB1,EOL REB CASSI 1,USI EOLICA REB CASSINO I RS
RSREB2,EOL REB CASSI 2,USI EOLICA REB CASSINO III RS
RSREB3,EOL REB CASSI 3,USI EOLICA REB CASSINO III RS
RSVAR1,ARAGANO I,USI VENTO ARAGANO I RS
MSUTIC,UTE IACO,USI UTE IACO AGICOLA MS
RSCSE2,SENANDES II,USI CORREDOR DO SENANDES II RS
RSCSE3,SENANDES III,USI CORREDOR DO SENANDES III RS
RSCSE4,SENANDES IV,USI CORREDOR DO SENANDES IV RS
SPBIR3,BIRIGUI 3,SUB BIRIGUI 3 SP
SPCXB,CAXAMBU,SUB CAXAMBU SP
RSUHPZ,PEZZI,USI PCH PEZZI RS
RSUHCD,CAVALINHOS II,USI PCH CAVALINHOS II RS
SPFZG,FAZENDAGRANDE,SUB FAZENDA GRANDE SP
SPLOU,LOUVEIRA,SUB LOUVEIRA SP
SPTULT,T.ULTRAFERTIL,SUB TERMINAL ULTRAFERTIL SP
TORIPR,PCH RCHO PRET,USI PCH RIACHO PRETO TO
PRJCA,JARDIM CANADA,SUB JARDIM CANADA PR
SPHOL,HOLAMBRA,SUB HOLAMBRA SP
SPUNO,UNINORTE,SUB UNINORTE SP
TOBOAS,PCH BOA SORTE,USI PCH BOA SORTE TO
SPPMSS,PROMISSAO 1,SUB PROMISSAO 1 SP
SPHND,HONDA ELK,SUB HONDA SP
BAUTCA,UT ERB CANDEI,USI UTE ERB CANDEIAS BA
RNEALB,CGE ALBUQUERQ,USI CGE ALBUQUERQUE RN
RNEARE,CGE ARENA,USI CGE ARENA RN
RNEANE,CGE ANEMOI,USI CGE ANEMOI RN
RNEAPE,CGE APELIOTES,USI CGE APELIOTES RN
RNEACA,CGE ACARI,USI CGE ACARI RN
RSNJE,N.S.JERONIMO,SUB NOVA SAO JERONIMO RS
PRKCEL,K. CELULOSE,USI KLABIN CELULOSE PR
PECE2,CAETES II,SUB CAETES II PE
PRMNO,MEDIANEIRA NT,SUB MEDIANEIRA NORTE PR
RNCEM2,MVT_MORR VENT 2,USI MVT_MORRO DOS VENTOS II RN
PRKCL,KLABIN CELULOSE,SUB KLABIN CELULOSE PR
PRUTKC,UT. KLABIN CE,USI KLABIN CELULOSE PR
SPGUI1,GUARIROBA 1,SUB GUARIROBA 1 SP
BABW1,BW GUIRAPA I,SUB BW GUIRAPA I BA
BABW2,BW GUIRAPA II,SUB BW GUIRAPA II BA
BASAZ,SERRA AZUL,SUB SERRA AZUL BA
MGVGAQ,VARGINHA 4,SUB VARGINHA 4 MG
ESSRNS,RIO NOVO SUL,SUB RIO NOVO DO SUL ES
UYMLO,MELO,USI CONVERSORA MELO UY
RSJC1,J. DE CASTILHOS,SUB JULIO DE CASTILHOS RS
ESSJUR,JURAMA,SUB JURAMA ES
PRCPNN,CURIT. CENTRO,SUB CURITIBA CENTRO PR
PRCBS,CURITIBA SUL,SUB CURITIBA SUL PR
RJSCL,S. CLARA AMPLA,SUB SANTA CLARA RJ
SPAZL,AGUA AZUL,SUB AGUA AZUL SP
MACXD,CAXIAS II,SUB CAXIAS II MA
PASNA,SANT. ARAGUAIA,SUB SE SANTANA DO ARAGUAIA PA
BACFO,CAMPO FORMOSO,SUB CAMPO FORMOSO BA
RSUTCM,UTE CMPC,USI UTE CMPC CELULOSE RIOGRANDENSE RS
SCROO,RIO DO OURO,SUB RIO DO OURO SC
ESSSSE,SERRA SEDE,SUB SERRA SEDE ES
